eu
100
0,0,0
224.9134,0.2449,134.9134
224.8268,0.4899,134.8268
224.7402,0.7348,134.7402
224.6536,0.9798,134.6536
224.567,1.2247,134.567
224.4804,1.4697,134.4804
224.3937,1.7146,134.3937
224.3071,1.9595,134.3071
224.2205,2.2045,134.2205
224.1338,2.4494,134.1338
224.0472,2.6943,134.0472
223.9605,2.9392,133.9605
223.8739,3.1841,133.8739
223.7872,3.429,133.7872
223.7005,3.6739,133.7005
223.6138,3.9188,133.6138
223.5271,4.1637,133.5271
223.4404,4.4085,133.4404
223.3536,4.6534,133.3536
223.2669,4.8982,133.2669
223.1801,5.1431,133.1801
223.0933,5.3879,133.0933
223.0065,5.6327,133.0065
222.9197,5.8775,132.9197
222.8329,6.1223,132.8329
222.746,6.367,132.746
222.6591,6.6118,132.6591
222.5722,6.8565,132.5722
222.4853,7.1012,132.4853
222.3984,7.3459,132.3984
222.3114,7.5906,132.3114
222.2244,7.8353,132.2244
222.1374,8.08,132.1374
222.0503,8.3246,132.0503
221.9632,8.5692,131.9632
221.8761,8.8138,131.8761
221.789,9.0584,131.789
221.7019,9.3029,131.7019
221.6147,9.5475,131.6147
221.5274,9.792,131.5274
221.4402,10.0365,131.4402
221.3529,10.2809,131.3529
221.2656,10.5254,131.2656
221.1782,10.7698,131.1782
221.0908,11.0142,131.0908
221.0034,11.2585,131.0034
220.9159,11.5029,130.9159
220.8284,11.7472,130.8284
220.7409,11.9915,130.7409
220.6533,12.2357,130.6533
220.5657,12.48,130.5657
220.4781,12.7242,130.4781
220.3904,12.9683,130.3904
220.3026,13.2125,130.3026
220.2148,13.4566,130.2148
220.127,13.7007,130.127
220.0391,13.9447,130.0391
219.9512,14.1887,129.9512
219.8632,14.4327,129.8632
219.7752,14.6767,129.7752
219.6872,14.9206,129.6872
219.599,15.1645,129.599
219.5109,15.4083,129.5109
219.4227,15.6521,129.4227
219.3344,15.8959,129.3344
219.2461,16.1396,129.2461
219.1577,16.3833,129.1577
219.0693,16.627,129.0693
218.9808,16.8706,128.9808
218.8923,17.1142,128.8923
218.8037,17.3577,128.8037
218.715,17.6012,128.715
218.6263,17.8447,128.6263
218.5376,18.0881,128.5376
218.4487,18.3314,128.4487
218.3598,18.5748,128.3598
218.2709,18.8181,128.2709
218.1819,19.0613,128.1819
218.0928,19.3045,128.0928
218.0037,19.5476,128.0037
217.9145,19.7907,127.9145
217.8252,20.0338,127.8252
217.7359,20.2768,127.7359
217.6464,20.5198,127.6464
217.557,20.7627,127.557
217.4674,21.0055,127.4674
217.3778,21.2483,127.3778
217.2881,21.4911,127.2881
217.1984,21.7338,127.1984
217.1085,21.9765,127.1085
217.0186,22.2191,127.0186
216.9287,22.4616,126.9287
216.8386,22.7041,126.8386
216.7485,22.9465,126.7485
216.6583,23.1889,126.6583
216.568,23.4313,126.568
216.4776,23.6735,126.4776
216.3872,23.9158,126.3872
216.2966,24.1579,126.2966
